review_id,date,department,rating,review_text
64,2024-04-20,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant.
308,2024-04-20,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk.
58,2024-04-21,Front Desk,3,"Average experience overall, met basic expectations regarding front desk."
534,2024-04-22,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Will definitely consider staying again."
270,2024-04-22,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness.
222,2024-04-23,Spa & Wellness,4,Concierge went above and beyond to help us regarding spa & wellness. Thank you to the team.
305,2024-04-23,Concierge,3,"Average experience overall, met basic expectations regarding concierge. Will definitely consider staying again."
306,2024-04-23,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness. Thank you to the team."
284,2024-04-23,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Would recommend to others."
537,2024-04-23,F&B / Restaurant,4,Staff greeted us warmly every single day regarding f&b / restaurant.
46,2024-04-23,Spa & Wellness,2,Staff seemed inattentive and slow to respond regarding spa & wellness. Thank you to the team.
102,2024-04-24,Front Desk,4,Room was spotless and beautifully maintained regarding front desk.
70,2024-04-25,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness."
590,2024-04-25,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Thank you to the team."
187,2024-04-25,Housekeeping,3,"Room was okay, standard hotel amenities regarding housekeeping."
114,2024-04-25,F&B / Restaurant,2,Air conditioning was not working properly regarding f&b / restaurant.
174,2024-04-25,Concierge,1,Room was not properly cleaned upon arrival regarding concierge.
281,2024-04-27,Housekeeping,4,"Beautiful property, exceeded our expectations regarding housekeeping. Overall a decent trip."
355,2024-04-27,Concierge,3,"Average experience overall, met basic expectations regarding concierge. Overall a decent trip."
309,2024-04-27,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant. Thank you to the team."
573,2024-04-28,F&B / Restaurant,1,Long wait times at the restaurant regarding f&b / restaurant. Overall a decent trip.
336,2024-04-28,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness. Would recommend to others.
120,2024-04-30,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping."
478,2024-05-01,F&B / Restaurant,4,Concierge went above and beyond to help us regarding f&b / restaurant. Will definitely consider staying again.
180,2024-05-03,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness."
40,2024-05-04,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping."
111,2024-05-04,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Would recommend to others."
359,2024-05-05,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness.
163,2024-05-05,Concierge,3,"Service was acceptable, no major issues regarding concierge."
488,2024-05-05,F&B / Restaurant,5,The staff was incredibly friendly and helpful regarding f&b / restaurant. Overall a decent trip.
39,2024-05-06,Front Desk,4,Room was spotless and beautifully maintained regarding front desk. Would recommend to others.
145,2024-05-09,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping.
449,2024-05-10,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk.
274,2024-05-10,Concierge,4,"Quick response to our requests, very efficient regarding concierge."
595,2024-05-11,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness. Overall a decent trip.
536,2024-05-11,Front Desk,2,Noise from the hallway disturbed our sleep regarding front desk.
379,2024-05-13,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness. Will definitely consider staying again.
542,2024-05-13,Housekeeping,4,Check-in was fast and seamless regarding housekeeping.
365,2024-05-13,Housekeeping,1,Air conditioning was not working properly regarding housekeeping.
392,2024-05-13,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Will definitely consider staying again."
493,2024-05-13,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant. Would recommend to others.
303,2024-05-14,Front Desk,5,Concierge went above and beyond to help us regarding front desk.
362,2024-05-14,Concierge,4,"Quick response to our requests, very efficient regarding concierge."
161,2024-05-18,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Thank you to the team.
395,2024-05-18,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Will definitely consider staying again."
293,2024-05-18,Front Desk,1,Billing error took days to resolve regarding front desk. Overall a decent trip.
476,2024-05-18,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant. Would recommend to others.
17,2024-05-19,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness. Would recommend to others.
490,2024-05-21,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Thank you to the team."
342,2024-05-22,Front Desk,5,Concierge went above and beyond to help us regarding front desk. Overall a decent trip.
535,2024-05-24,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant.
90,2024-05-24,Concierge,2,Check-in took far too long and felt disorganized regarding concierge. Thank you to the team.
137,2024-05-24,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Would recommend to others."
354,2024-05-25,Front Desk,4,Breakfast selection was excellent and fresh regarding front desk.
278,2024-05-26,F&B / Restaurant,4,Loved the attention to detail in the room regarding f&b / restaurant. Would recommend to others.
524,2024-05-26,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping. Would recommend to others.
213,2024-05-27,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Thank you to the team."
229,2024-05-28,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Thank you to the team.
494,2024-05-29,F&B / Restaurant,4,The spa treatment was relaxing and professional regarding f&b / restaurant. Overall a decent trip.
214,2024-05-29,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Thank you to the team.
343,2024-05-29,F&B / Restaurant,1,Noise from the hallway disturbed our sleep regarding f&b / restaurant. Will definitely consider staying again.
517,2024-05-29,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant.
243,2024-05-30,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping. Will definitely consider staying again."
377,2024-05-30,F&B / Restaurant,5,Concierge went above and beyond to help us regarding f&b / restaurant. Overall a decent trip.
239,2024-05-30,Concierge,4,"Beautiful property, exceeded our expectations regarding concierge. Thank you to the team."
124,2024-05-31,Spa & Wellness,1,Staff seemed inattentive and slow to respond regarding spa & wellness. Will definitely consider staying again.
283,2024-05-31,Concierge,5,Loved the attention to detail in the room regarding concierge. Will definitely consider staying again.
30,2024-06-01,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness.
232,2024-06-02,Housekeeping,1,Billing error took days to resolve regarding housekeeping. Thank you to the team.
179,2024-06-03,Housekeeping,3,"Service was acceptable, no major issues regarding housekeeping. Overall a decent trip."
302,2024-06-03,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Overall a decent trip."
159,2024-06-03,Housekeeping,5,Breakfast selection was excellent and fresh regarding housekeeping.
263,2024-06-03,Front Desk,4,Staff greeted us warmly every single day regarding front desk.
422,2024-06-03,Front Desk,5,The spa treatment was relaxing and professional regarding front desk. Will definitely consider staying again.
294,2024-06-03,Concierge,4,Breakfast selection was excellent and fresh regarding concierge. Overall a decent trip.
43,2024-06-05,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness. Thank you to the team."
406,2024-06-07,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Overall a decent trip.
441,2024-06-08,Housekeeping,4,Room was spotless and beautifully maintained regarding housekeeping. Overall a decent trip.
210,2024-06-09,Spa & Wellness,2,Noise from the hallway disturbed our sleep regarding spa & wellness.
220,2024-06-09,F&B / Restaurant,4,Loved the attention to detail in the room regarding f&b / restaurant. Thank you to the team.
231,2024-06-09,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness.
496,2024-06-10,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Thank you to the team.
443,2024-06-10,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Will definitely consider staying again."
113,2024-06-10,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Thank you to the team."
383,2024-06-11,Concierge,5,Room was spotless and beautifully maintained regarding concierge. Overall a decent trip.
196,2024-06-12,Housekeeping,4,The staff was incredibly friendly and helpful regarding housekeeping.
88,2024-06-13,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant.
103,2024-06-15,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Would recommend to others."
509,2024-06-15,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant. Will definitely consider staying again.
125,2024-06-15,Front Desk,1,Billing error took days to resolve regarding front desk. Thank you to the team.
151,2024-06-16,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Thank you to the team."
73,2024-06-16,Concierge,5,Room was spotless and beautifully maintained regarding concierge. Would recommend to others.
436,2024-06-17,Front Desk,4,The spa treatment was relaxing and professional regarding front desk. Overall a decent trip.
419,2024-06-17,Concierge,3,"Stay was fine, nothing particularly memorable regarding concierge. Thank you to the team."
468,2024-06-18,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Will definitely consider staying again.
568,2024-06-18,Concierge,4,Room was spotless and beautifully maintained regarding concierge. Thank you to the team.
414,2024-06-18,Housekeeping,3,"Service was acceptable, no major issues regarding housekeeping. Would recommend to others."
8,2024-06-19,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Overall a decent trip.
150,2024-06-19,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Would recommend to others.
456,2024-06-19,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant."
226,2024-06-19,Front Desk,5,"Beautiful property, exceeded our expectations regarding front desk."
218,2024-06-20,Front Desk,4,Staff greeted us warmly every single day regarding front desk. Would recommend to others.
3,2024-06-20,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant."
547,2024-06-20,Housekeeping,1,Requested items never arrived at our room regarding housekeeping. Thank you to the team.
559,2024-06-20,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Thank you to the team.
170,2024-06-21,F&B / Restaurant,4,Staff greeted us warmly every single day regarding f&b / restaurant. Thank you to the team.
560,2024-06-21,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness.
14,2024-06-22,Concierge,3,"Stay was fine, nothing particularly memorable regarding concierge. Thank you to the team."
107,2024-06-26,Front Desk,5,Loved the attention to detail in the room regarding front desk.
570,2024-06-27,Concierge,4,Staff greeted us warmly every single day regarding concierge. Would recommend to others.
556,2024-06-27,Housekeeping,4,Breakfast selection was excellent and fresh regarding housekeeping. Thank you to the team.
195,2024-06-27,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant.
240,2024-06-27,Spa & Wellness,2,Air conditioning was not working properly regarding spa & wellness.
203,2024-06-27,F&B / Restaurant,1,Long wait times at the restaurant regarding f&b / restaurant.
154,2024-06-28,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Thank you to the team."
149,2024-06-29,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk. Would recommend to others.
403,2024-06-30,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping. Would recommend to others."
