review_id,date,department,rating,review_text,sentiment_score,sentiment_label
264,2024-02-16,Front Desk,4,"Beautiful property, exceeded our expectations regarding front desk.",1.0,Positive
402,2024-02-16,Housekeeping,5,Breakfast selection was excellent and fresh regarding housekeeping. Overall a decent trip.,1.0,Positive
79,2024-02-17,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Thank you to the team.,1.0,Positive
148,2024-02-17,Housekeeping,5,"Quick response to our requests, very efficient regarding housekeeping.",1.0,Positive
600,2024-02-18,Spa & Wellness,5,The spa treatment was relaxing and professional regarding spa & wellness.,1.0,Positive
453,2024-02-19,Spa & Wellness,4,"Beautiful property, exceeded our expectations regarding spa & wellness. Overall a decent trip.",1.0,Positive
165,2024-02-19,Front Desk,4,Check-in was fast and seamless regarding front desk. Overall a decent trip.,1.0,Positive
244,2024-02-21,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant. Will definitely consider staying again.,1.0,Positive
432,2024-02-21,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness.,1.0,Positive
587,2024-02-21,F&B / Restaurant,3,"Average experience overall, met basic expectations regarding f&b / restaurant. Would recommend to others.",1.0,Positive
101,2024-02-23,F&B / Restaurant,5,"Beautiful property, exceeded our expectations regarding f&b / restaurant.",1.0,Positive
92,2024-02-23,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Will definitely consider staying again.",0.0,Neutral
24,2024-02-23,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness. Would recommend to others.",1.0,Positive
349,2024-02-26,F&B / Restaurant,1,Towels and toiletries were not restocked regarding f&b / restaurant. Would recommend to others.,-0.333,Negative
12,2024-02-26,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping. Thank you to the team.,1.0,Positive
470,2024-02-27,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness. Would recommend to others.",1.0,Positive
219,2024-02-27,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant. Thank you to the team.",1.0,Positive
434,2024-02-28,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant.",0.0,Neutral
352,2024-02-28,Spa & Wellness,1,Noise from the hallway disturbed our sleep regarding spa & wellness. Thank you to the team.,-0.333,Negative
168,2024-02-29,Concierge,4,Concierge went above and beyond to help us regarding concierge.,0.0,Neutral
505,2024-02-29,Concierge,5,The spa treatment was relaxing and professional regarding concierge. Thank you to the team.,1.0,Positive
598,2024-02-29,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping.,1.0,Positive
167,2024-03-01,Concierge,4,The staff was incredibly friendly and helpful regarding concierge. Would recommend to others.,1.0,Positive
119,2024-03-01,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping. Thank you to the team.",1.0,Positive
390,2024-03-01,Front Desk,3,"Service was acceptable, no major issues regarding front desk. Overall a decent trip.",-1.0,Negative
369,2024-03-02,Concierge,4,The staff was incredibly friendly and helpful regarding concierge. Will definitely consider staying again.,1.0,Positive
193,2024-03-02,Housekeeping,5,The spa treatment was relaxing and professional regarding housekeeping. Will definitely consider staying again.,1.0,Positive
382,2024-03-03,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant.",1.0,Positive
50,2024-03-04,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Will definitely consider staying again.",0.0,Neutral
312,2024-03-05,Concierge,3,"Room was okay, standard hotel amenities regarding concierge.",0.0,Neutral
376,2024-03-05,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant.",0.0,Neutral
317,2024-03-05,F&B / Restaurant,5,"Quick response to our requests, very efficient regarding f&b / restaurant. Thank you to the team.",1.0,Positive
588,2024-03-05,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Would recommend to others.",1.0,Positive
211,2024-03-07,Front Desk,3,"Service was acceptable, no major issues regarding front desk. Will definitely consider staying again.",-1.0,Negative
82,2024-03-07,F&B / Restaurant,4,Staff greeted us warmly every single day regarding f&b / restaurant.,1.0,Positive
169,2024-03-08,Front Desk,5,The spa treatment was relaxing and professional regarding front desk. Thank you to the team.,1.0,Positive
497,2024-03-09,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk.,-1.0,Negative
530,2024-03-09,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness. Would recommend to others.,1.0,Positive
100,2024-03-10,Concierge,3,"Room was okay, standard hotel amenities regarding concierge.",0.0,Neutral
520,2024-03-11,Front Desk,1,Towels and toiletries were not restocked regarding front desk.,-1.0,Negative
38,2024-03-11,F&B / Restaurant,3,"Average experience overall, met basic expectations regarding f&b / restaurant. Would recommend to others.",1.0,Positive
189,2024-03-12,F&B / Restaurant,1,Noise from the hallway disturbed our sleep regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
160,2024-03-12,Concierge,3,"Service was acceptable, no major issues regarding concierge. Thank you to the team.",0.0,Neutral
529,2024-03-12,Housekeeping,1,Room was not properly cleaned upon arrival regarding housekeeping. Will definitely consider staying again.,-1.0,Negative
458,2024-03-14,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping. Would recommend to others.,1.0,Positive
275,2024-03-14,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant. Will definitely consider staying again.,1.0,Positive
41,2024-03-15,Front Desk,1,Staff seemed inattentive and slow to respond regarding front desk. Would recommend to others.,-0.333,Negative
21,2024-03-19,F&B / Restaurant,5,Concierge went above and beyond to help us regarding f&b / restaurant.,0.0,Neutral
76,2024-03-19,Housekeeping,4,Staff greeted us warmly every single day regarding housekeeping. Overall a decent trip.,1.0,Positive
469,2024-03-19,F&B / Restaurant,2,Towels and toiletries were not restocked regarding f&b / restaurant. Would recommend to others.,-0.333,Negative
132,2024-03-22,F&B / Restaurant,4,The spa treatment was relaxing and professional regarding f&b / restaurant. Overall a decent trip.,1.0,Positive
565,2024-03-22,Front Desk,2,Air conditioning was not working properly regarding front desk. Thank you to the team.,0.0,Neutral
393,2024-03-23,Housekeeping,5,The staff was incredibly friendly and helpful regarding housekeeping. Thank you to the team.,1.0,Positive
105,2024-03-24,Concierge,5,The staff was incredibly friendly and helpful regarding concierge. Will definitely consider staying again.,1.0,Positive
268,2024-03-25,Spa & Wellness,4,Staff greeted us warmly every single day regarding spa & wellness.,1.0,Positive
112,2024-03-25,Front Desk,1,Towels and toiletries were not restocked regarding front desk.,-1.0,Negative
581,2024-03-25,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant. Will definitely consider staying again.,1.0,Positive
85,2024-03-25,Concierge,4,Staff greeted us warmly every single day regarding concierge. Thank you to the team.,1.0,Positive
416,2024-03-26,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Will definitely consider staying again.,1.0,Positive
413,2024-03-26,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant.",0.0,Neutral
440,2024-03-26,Spa & Wellness,4,Concierge went above and beyond to help us regarding spa & wellness. Will definitely consider staying again.,0.0,Neutral
61,2024-03-27,Concierge,3,"Average experience overall, met basic expectations regarding concierge. Overall a decent trip.",0.0,Neutral
62,2024-03-27,Front Desk,3,"Average experience overall, met basic expectations regarding front desk.",0.0,Neutral
273,2024-03-30,Front Desk,2,Breakfast was cold and options were limited regarding front desk.,-1.0,Negative
155,2024-03-31,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant. Thank you to the team.,1.0,Positive
216,2024-04-01,Concierge,1,Billing error took days to resolve regarding concierge.,-1.0,Negative
467,2024-04-02,Housekeeping,3,"Service was acceptable, no major issues regarding housekeeping. Thank you to the team.",0.0,Neutral
251,2024-04-02,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness.",0.0,Neutral
104,2024-04-02,Spa & Wellness,2,Check-in took far too long and felt disorganized regarding spa & wellness. Would recommend to others.,-0.333,Negative
437,2024-04-03,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant. Thank you to the team.",1.0,Positive
358,2024-04-03,Concierge,1,Long wait times at the restaurant regarding concierge.,-1.0,Negative
483,2024-04-03,Spa & Wellness,4,Staff greeted us warmly every single day regarding spa & wellness. Thank you to the team.,1.0,Positive
550,2024-04-03,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness. Will definitely consider staying again.,1.0,Positive
400,2024-04-07,Front Desk,4,Concierge went above and beyond to help us regarding front desk.,0.0,Neutral
147,2024-04-07,Concierge,1,Long wait times at the restaurant regarding concierge. Will definitely consider staying again.,-1.0,Negative
503,2024-04-07,Concierge,4,"Beautiful property, exceeded our expectations regarding concierge. Overall a decent trip.",1.0,Positive
108,2024-04-07,Concierge,3,"Stay was fine, nothing particularly memorable regarding concierge.",0.0,Neutral
492,2024-04-09,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness. Overall a decent trip.,1.0,Positive
181,2024-04-09,F&B / Restaurant,4,The staff was incredibly friendly and helpful regarding f&b / restaurant. Overall a decent trip.,1.0,Positive
540,2024-04-10,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Thank you to the team.",1.0,Positive
404,2024-04-10,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Would recommend to others.,1.0,Positive
471,2024-04-11,Housekeeping,4,Concierge went above and beyond to help us regarding housekeeping. Thank you to the team.,1.0,Positive
182,2024-04-11,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping.,1.0,Positive
227,2024-04-12,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Thank you to the team.",1.0,Positive
86,2024-04-12,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Would recommend to others.",1.0,Positive
121,2024-04-12,Concierge,5,"Beautiful property, exceeded our expectations regarding concierge. Would recommend to others.",1.0,Positive
512,2024-04-12,F&B / Restaurant,4,Check-in was fast and seamless regarding f&b / restaurant. Thank you to the team.,1.0,Positive
257,2024-04-14,F&B / Restaurant,3,"Average experience overall, met basic expectations regarding f&b / restaurant. Thank you to the team.",1.0,Positive
585,2024-04-14,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness.",0.0,Neutral
290,2024-04-16,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant.,1.0,Positive
502,2024-04-16,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Would recommend to others.",1.0,Positive
327,2024-04-18,F&B / Restaurant,2,Room was not properly cleaned upon arrival regarding f&b / restaurant. Thank you to the team.,0.0,Neutral
47,2024-04-19,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness.",0.0,Neutral
428,2024-04-20,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness.,1.0,Positive
366,2024-04-20,Concierge,5,Breakfast selection was excellent and fresh regarding concierge.,1.0,Positive
328,2024-04-20,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Would recommend to others.",1.0,Positive
118,2024-04-20,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness. Will definitely consider staying again.",-1.0,Negative
64,2024-04-20,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant.,1.0,Positive
308,2024-04-20,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk.,-1.0,Negative
58,2024-04-21,Front Desk,3,"Average experience overall, met basic expectations regarding front desk.",0.0,Neutral
534,2024-04-22,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Will definitely consider staying again.",0.0,Neutral
270,2024-04-22,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness.,1.0,Positive
222,2024-04-23,Spa & Wellness,4,Concierge went above and beyond to help us regarding spa & wellness. Thank you to the team.,1.0,Positive
305,2024-04-23,Concierge,3,"Average experience overall, met basic expectations regarding concierge. Will definitely consider staying again.",0.0,Neutral
306,2024-04-23,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness. Thank you to the team.",1.0,Positive
284,2024-04-23,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Would recommend to others.",1.0,Positive
537,2024-04-23,F&B / Restaurant,4,Staff greeted us warmly every single day regarding f&b / restaurant.,1.0,Positive
46,2024-04-23,Spa & Wellness,2,Staff seemed inattentive and slow to respond regarding spa & wellness. Thank you to the team.,-0.333,Negative
102,2024-04-24,Front Desk,4,Room was spotless and beautifully maintained regarding front desk.,1.0,Positive
70,2024-04-25,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness.",1.0,Positive
590,2024-04-25,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Thank you to the team.",1.0,Positive
187,2024-04-25,Housekeeping,3,"Room was okay, standard hotel amenities regarding housekeeping.",0.0,Neutral
114,2024-04-25,F&B / Restaurant,2,Air conditioning was not working properly regarding f&b / restaurant.,-1.0,Negative
174,2024-04-25,Concierge,1,Room was not properly cleaned upon arrival regarding concierge.,-1.0,Negative
281,2024-04-27,Housekeeping,4,"Beautiful property, exceeded our expectations regarding housekeeping. Overall a decent trip.",1.0,Positive
355,2024-04-27,Concierge,3,"Average experience overall, met basic expectations regarding concierge. Overall a decent trip.",0.0,Neutral
309,2024-04-27,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant. Thank you to the team.",1.0,Positive
573,2024-04-28,F&B / Restaurant,1,Long wait times at the restaurant regarding f&b / restaurant. Overall a decent trip.,-1.0,Negative
336,2024-04-28,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness. Would recommend to others.,1.0,Positive
120,2024-04-30,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping.",0.0,Neutral
478,2024-05-01,F&B / Restaurant,4,Concierge went above and beyond to help us regarding f&b / restaurant. Will definitely consider staying again.,0.0,Neutral
180,2024-05-03,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness.",0.0,Neutral
40,2024-05-04,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping.",0.0,Neutral
111,2024-05-04,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Would recommend to others.",1.0,Positive
359,2024-05-05,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness.,1.0,Positive
163,2024-05-05,Concierge,3,"Service was acceptable, no major issues regarding concierge.",-1.0,Negative
488,2024-05-05,F&B / Restaurant,5,The staff was incredibly friendly and helpful regarding f&b / restaurant. Overall a decent trip.,1.0,Positive
39,2024-05-06,Front Desk,4,Room was spotless and beautifully maintained regarding front desk. Would recommend to others.,1.0,Positive
145,2024-05-09,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping.,1.0,Positive
449,2024-05-10,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk.,-1.0,Negative
274,2024-05-10,Concierge,4,"Quick response to our requests, very efficient regarding concierge.",1.0,Positive
595,2024-05-11,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness. Overall a decent trip.,1.0,Positive
536,2024-05-11,Front Desk,2,Noise from the hallway disturbed our sleep regarding front desk.,-1.0,Negative
379,2024-05-13,Spa & Wellness,5,Loved the attention to detail in the room regarding spa & wellness. Will definitely consider staying again.,1.0,Positive
542,2024-05-13,Housekeeping,4,Check-in was fast and seamless regarding housekeeping.,1.0,Positive
365,2024-05-13,Housekeeping,1,Air conditioning was not working properly regarding housekeeping.,-1.0,Negative
392,2024-05-13,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Will definitely consider staying again.",0.0,Neutral
493,2024-05-13,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant. Would recommend to others.,1.0,Positive
303,2024-05-14,Front Desk,5,Concierge went above and beyond to help us regarding front desk.,0.0,Neutral
362,2024-05-14,Concierge,4,"Quick response to our requests, very efficient regarding concierge.",1.0,Positive
161,2024-05-18,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Thank you to the team.,1.0,Positive
395,2024-05-18,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Will definitely consider staying again.",0.0,Neutral
293,2024-05-18,Front Desk,1,Billing error took days to resolve regarding front desk. Overall a decent trip.,-1.0,Negative
476,2024-05-18,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant. Would recommend to others.,1.0,Positive
17,2024-05-19,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness. Would recommend to others.,1.0,Positive
490,2024-05-21,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Thank you to the team.",1.0,Positive
342,2024-05-22,Front Desk,5,Concierge went above and beyond to help us regarding front desk. Overall a decent trip.,0.0,Neutral
535,2024-05-24,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant.,1.0,Positive
90,2024-05-24,Concierge,2,Check-in took far too long and felt disorganized regarding concierge. Thank you to the team.,-0.333,Negative
137,2024-05-24,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Would recommend to others.",1.0,Positive
354,2024-05-25,Front Desk,4,Breakfast selection was excellent and fresh regarding front desk.,1.0,Positive
278,2024-05-26,F&B / Restaurant,4,Loved the attention to detail in the room regarding f&b / restaurant. Would recommend to others.,1.0,Positive
524,2024-05-26,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping. Would recommend to others.,1.0,Positive
213,2024-05-27,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Thank you to the team.",1.0,Positive
229,2024-05-28,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Thank you to the team.,1.0,Positive
494,2024-05-29,F&B / Restaurant,4,The spa treatment was relaxing and professional regarding f&b / restaurant. Overall a decent trip.,1.0,Positive
214,2024-05-29,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Thank you to the team.,1.0,Positive
343,2024-05-29,F&B / Restaurant,1,Noise from the hallway disturbed our sleep regarding f&b / restaurant. Will definitely consider staying again.,-1.0,Negative
517,2024-05-29,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant.,1.0,Positive
243,2024-05-30,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping. Will definitely consider staying again.",0.0,Neutral
377,2024-05-30,F&B / Restaurant,5,Concierge went above and beyond to help us regarding f&b / restaurant. Overall a decent trip.,0.0,Neutral
239,2024-05-30,Concierge,4,"Beautiful property, exceeded our expectations regarding concierge. Thank you to the team.",1.0,Positive
124,2024-05-31,Spa & Wellness,1,Staff seemed inattentive and slow to respond regarding spa & wellness. Will definitely consider staying again.,-1.0,Negative
283,2024-05-31,Concierge,5,Loved the attention to detail in the room regarding concierge. Will definitely consider staying again.,1.0,Positive
30,2024-06-01,Spa & Wellness,4,Breakfast selection was excellent and fresh regarding spa & wellness.,1.0,Positive
232,2024-06-02,Housekeeping,1,Billing error took days to resolve regarding housekeeping. Thank you to the team.,0.0,Neutral
179,2024-06-03,Housekeeping,3,"Service was acceptable, no major issues regarding housekeeping. Overall a decent trip.",-1.0,Negative
302,2024-06-03,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Overall a decent trip.",1.0,Positive
159,2024-06-03,Housekeeping,5,Breakfast selection was excellent and fresh regarding housekeeping.,1.0,Positive
263,2024-06-03,Front Desk,4,Staff greeted us warmly every single day regarding front desk.,1.0,Positive
422,2024-06-03,Front Desk,5,The spa treatment was relaxing and professional regarding front desk. Will definitely consider staying again.,1.0,Positive
